OnHold	Id	Prewords	Keywords	Paraphrase	Example	Origin	References	Comment
	53200		last hurrah	final performance	This game is Andy’s last hurrah. She graduates this year.			
	53300	the	last lap	final effort	This is the last lap. We’re very close to our fundraising goal.	Alludes to racing of many kinds requiring multiple laps around a course.		
	53400	the	last straw	the final provocation	Andy has stayed out too late too often, and Saturday was the last straw for his parents.	Alludes to the fable about loading a camel with one straw at a time until the addition of one single straw broke the camel’s back.		
	53500		laundry list	long varied list	They asked what he wanted, but they were quite surprised by the laundry list he gave them. 			
	53600		lay (or put) (one’s) cards on the table	be honest	Being coy hasn’t gotten us anywhere in these negotiations. It’s time for us all to lay our cards on the table.	Alludes to various card games where competitors lay their cards out to determine who wins.		
	53700		lay (or put) it all on the line	risk everything 	Andy’s very confident of her company’s success, so she’s going to lay it all on the line.	craps?		
	53800		lead the charge	provide leadership	We’re all ready to work but aren’t sure what to do. We need someone to lead the charge.			
	53900	a	lead-pipe cinch	absolutely certain	No team is a lead-pipe cinch to win in this league. Any team could win on any day.			
	54000		learn the ropes	learn the processes	Don’t count on Andy for much help yet. He’s still learning the ropes around here.			
	54100		leave (one’s) calling card	leave evidence of (one’s) presence	Looks like the kids left their calling card. There are dirty dishes in the sink.	Alludes to the historical practice in high society of leaving a personal card to indicate that one visited when the intended recipient of the visit was absent.		Can imply unwelcome evidence.
	54200		left (one) in the lurch	abandoned (one)	He promised to help with Andy’s project, but he went on vacation instead and left her in the lurch.	Alludes to cribbage, where \		
	54300	a	leg up	an advantage	Andy’s previous experience definitely gives him a leg up in this competition. 			
	54400		let (or blow) off steam	harmlessly dissipate excess energy	The exams were tough, but they’re over now and the students are ready to let off some steam. 			
	54500		let (one) off the hook	pardon (one)	He has a good record, so the sergeant let him off the hook with just a reprimand this time.		[ { "id": "68800", "text": "on the hook" }, { "id": "65500", "text": "off the hook" } ]	
	54600		let her rip	release pent-up energy	The engine has been cleaned, tuned, and refueled. You can let her rip.			
	54700		let the cat out of the bag	reveal the secret	Someone let the cat out of the bag. Andy already knew about the surprise party.	Alludes to the possibly apocryphal tale of selling a pig in a bag at a medieval market, where one could cheat by replacing the pig with a cat.		
	54800		let the chips fall where they may	disregard the consequences	He’s ready to tell the truth and let the chips fall where they may.			
	54900		let the clock run out	passively consume the remaining time	No one wants to vote on this bill before the election, so they’re just going to let the clock run out on the session.	Alludes to timed games in sports (e.g. American football), where the leading competitor can sometimes win by stalling until the clock runs out. 		
	55000		let the genie out of the bottle	irreversibly release a force	Once you give a kid a smartphone, you’ve let the genie out of the bottle.		[ { "id": "78700", "text": "put the genie back in the bottle" } ]	The released force may or may not be benign.
	55100		level the playing field	make the contest fairer	It’s been so one-sided that the coach is taking out his best players to level the playing field a bit.	Alludes to sports played on a field (e.g. soccer), where the advantaged team is occasionally said to be playing downhill or to have the field tilted in their favor.		
	55200		lick (one’s) chops	anticipate eagerly	Andy is so prepared for this exam that he’s just licking his chops.			
	55300		lick (one’s) wounds	recover from a defeat	Andy didn’t do at all well on the exam, so he’s off licking his wounds.			
	55400	the	life of Reilly (or Riley)	a life of ease	We just sat by the pool, read our books, and napped. It was the life of Reilly.	Possibly alludes to the 1883 song <b><i>Is That Mr. Reilly?</i></b> popularised by the Irish-American singer Pat Rooney. Also possibly alludes to an older Irish Ballad about Willy Riley, who by the end of the ballad is living in comfort with his rich new wife. 		
	55500		like a broken record	tediously repetitive	Andy’s sounding like a broken record with her constant complaints.	Alludes to the problem with worn vinyl records that the needle can skip back one groove and thus play the same section of music repeatedly.		
	55600		like pulling teeth	very difficult	Andy’s such a quiet and private guy. Getting him to talk about himself is like pulling teeth.			
**	55700		like taking candy from a baby	easy				
	55800	a	line in the sand	a definitive boundary	The workers have drawn their line in the sand. Without some concessions from management, they’re going on strike.	There are older historical references, but in the US, most probably alludes to the legend from US history that Colonel Travis at the Alamo drew a line in the sand with his sword and asked for volunteers to step over the line and join him in remaining to defend the fort to the last man. 		Implies that crossing the boundary is an irreversible decision that risks serious consequences.
	55900		litmus test	definitive test of suitability	These days, a litmus test for political candidates is whether or not they’re pro-choice.	Alludes to the test for acidity in chemistry, where a strip of litmus paper dipped into a solution turns red if the solution is generally acidic and blue if generally alkaline.		Often used in reference to political candidates.
	56000		load the dice	prearranged an unfair outcome	I think they loaded the dice against us. The outcome of this vote was never in doubt. 	Alludes to craps and other dice games, where the dice can be asymmetrically weighted to raise the frequency of certain outcomes.		
